countryiso3code,country_name,internet_usage_pct,internet_usage_pct_year,mobile_subscriptions_per_100_year,mobile_subscriptions_per_100,population_year,population,gdp_per_capita_year,gdp_per_capita,rural_population_pct_year,rural_population_pct,latest_year,earliest_year,year_spread,complete_core_data,usage_gap_pp,population_affected_est,gap_score,population_impact_score,rural_score,economic_vulnerability_score,priority_score,priority_band,data_confidence,priority_score_alt,rank_base,rank_alt,rank_change,diagnostic_segment,display_rank
MDA,Moldova,77.3687973,2024,2024,120.083487069521,2025,2360527.0,2025,8621.71721623786,2025,56.2663759595455,2025,2024,1,True,2.631202700000003,62110.25015822907,55.392156862745104,62.254901960784316,75.98039215686273,49.01960784313726,59.264705882352935,Medium,High,59.95098039215687,77.0,76.0,1.0,Rural / access investigation,77
FJI,Fiji,74.7052002,2024,2024,574.152332512188,2025,933154.0,2025,6642.00449450523,2025,40.4555448163631,2025,2024,1,True,5.294799800000007,49408.63612569207,58.82352941176471,61.274509803921575,58.333333333333336,55.88235294117647,58.89705882352941,Medium,High,59.142156862745104,78.0,80.0,-2.0,Rural / access investigation,78
ECU,Ecuador,77.17273115,2024,2024,101.598265014024,2025,18289896.0,2025,7125.27618527738,2025,36.6081810941738,2025,2024,1,True,2.827268849999996,517104.5323053952,55.88235294117647,68.62745098039215,51.470588235294116,53.92156862745098,58.651960784313715,Medium,High,59.92647058823529,79.0,77.0,2.0,Rural / access investigation,79
ATG,Antigua and Barbuda,72.73040009,2024,2022,200.540715208962,2025,94209.0,2025,24819.2454680158,2025,75.6665165299339,2025,2022,3,True,7.269599909999997,6848.617379211896,61.274509803921575,55.88235294117647,95.09803921568627,30.392156862745097,58.55392156862745,Medium,Medium,58.01470588235294,80.0,83.0,-3.0,Rural / access investigation,80
DZA,Algeria,77.4178009,2024,2024,115.457278573892,2025,47435312.0,2025,6051.00322704182,2025,24.1812641930123,2025,2024,1,True,2.582199099999997,1224874.1995461904,54.90196078431373,74.01960784313727,31.372549019607842,59.31372549019608,57.99019607843137,Medium,High,59.90196078431373,81.0,78.0,3.0,Affordability / economic investigation,81
CUB,Cuba,70.47699738,2024,2024,72.930002350684,2025,10937203.0,2020,9605.27914559614,2025,22.7729225178848,2025,2020,5,True,9.52300262,1041550.1282447188,62.745098039215684,72.05882352941177,30.88235294117647,48.0392156862745,57.818627450980394,Medium,Low,58.75000000000001,82.0,82.0,0.0,Mixed barriers — investigate,82
VEN,"Venezuela, RB",76.67890167,2024,2024,71.0075917225029,2025,28516896.0,2025,3494.8138870244,2025,10.6780887701012,2025,2024,1,True,3.321098329999998,947074.1568238364,56.86274509803921,71.56862745098039,13.23529411764706,71.56862745098039,57.671568627450974,Medium,High,59.1421568627451,83.0,81.0,2.0,Affordability / economic investigation,83
VCT,St. Vincent and the Grenadines,76.19010162,2024,2024,108.354536057883,2025,99924.0,2025,12561.769166789,2025,52.0189519618179,2025,2024,1,True,3.809898380000007,3807.002857231207,57.84313725490197,53.92156862745098,71.07843137254902,43.13725490196079,55.7107843137255,Medium,High,55.3186274509804,84.0,85.0,-1.0,Rural / access investigation,84
KNA,St. Kitts and Nevis,76.88400269,2024,2023,118.893023653706,2025,46922.0,2025,25223.0257622185,2025,68.1012286861717,2025,2023,2,True,3.1159973099999974,1462.0882577981988,56.372549019607845,53.431372549019606,88.72549019607843,29.411764705882348,54.95098039215686,Medium,Medium,54.65686274509804,85.0,88.0,-3.0,Rural / access investigation,85
CPV,Cabo Verde,74.73519897,2024,2024,111.84067886381,2025,527326.0,2025,5796.47207860911,2025,22.3699331989932,2025,2024,1,True,5.264801030000001,27762.664679457805,58.333333333333336,59.80392156862745,29.411764705882355,60.78431372549019,54.9264705882353,Medium,High,55.07352941176471,86.0,87.0,-1.0,Affordability / economic investigation,86
BOL,Bolivia,79.70469666,2024,2024,98.0287940811943,2025,12581843.0,2025,5147.81081955367,2025,28.4368962734131,2025,2024,1,True,0.2953033400000038,37154.60261255668,53.431372549019606,60.29411764705882,37.254901960784316,62.745098039215684,54.92647058823528,Medium,High,55.61274509803921,87.0,84.0,3.0,Affordability / economic investigation,87
PAN,Panama,72.77149963,2024,2023,156.586507591014,2025,4571189.0,2025,19789.7308555826,2025,33.8499000581874,2025,2023,2,True,7.228500370000006,330428.4137783996,60.78431372549019,65.68627450980392,46.568627450980394,33.82352941176471,54.73039215686275,Medium,Medium,55.220588235294116,88.0,86.0,2.0,Usage / adoption investigation,88
MHL,Marshall Islands,65.915802,2024,2022,39.7060658232902,2025,36282.0,2025,8489.05793506422,2025,20.894496908548,2025,2022,3,True,14.084198,5110.02871836,68.62745098039215,54.90196078431373,27.941176470588236,50.0,54.6813725490196,Medium,Medium,53.30882352941177,89.0,93.0,-4.0,Affordability / economic investigation,89
BRB,Barbados,70.36470032,2024,2022,114.580721030894,2025,282623.0,2025,28364.8181499736,2025,40.3003760112993,2025,2022,3,True,9.635299680000005,27231.57301460641,63.23529411764706,59.31372549019608,57.84313725490197,26.960784313725497,53.99509803921569,Medium,Medium,53.602941176470594,90.0,91.0,-1.0,Rural / access investigation,90
GAB,Gabon,68.72090149,2024,2024,125.337107593999,2025,2593130.0,2025,8263.03321595,2025,7.91233333179321,2025,2024,1,True,11.279098509999995,292481.6871923629,65.19607843137256,64.70588235294117,10.784313725490197,50.49019607843137,53.946078431372555,Medium,High,53.89705882352942,91.0,90.0,1.0,Affordability / economic investigation,91
PYF,French Polynesia,72.7038953132942,2017,2023,118.777524029055,2025,282465.0,2024,22439.8838746025,2025,38.2416233526169,2025,2017,8,True,7.296104686705803,20608.942103303547,61.76470588235294,58.333333333333336,54.90196078431373,31.862745098039213,53.72549019607843,Medium,Low,53.38235294117648,92.0,92.0,0.0,Rural / access investigation,92
COL,Colombia,79.34543299,2024,2024,174.094289675393,2025,53425635.0,2025,8561.62091854449,2025,21.2172085248849,2025,2024,1,True,0.6545670099999938,349706.5815930102,53.92156862745098,66.17647058823529,28.921568627450984,49.50980392156863,52.9656862745098,Medium,High,54.19117647058824,93.0,89.0,4.0,Usage / adoption investigation,93
CUW,Curacao,68.1272162511339,2017,2023,93.7975591472655,2025,156263.0,2024,22832.895498987,2025,8.5272285013875,2025,2017,8,True,11.872783748866098,18552.76806949063,66.66666666666666,57.84313725490197,11.76470588235294,30.882352941176478,48.62745098039216,Medium,Low,47.74509803921569,94.0,94.0,0.0,Mixed barriers — investigate,94
VIR,Virgin Islands (U.S.),64.3774942980087,2017,2022,91.4619626157421,2025,103792.0,2022,44320.909185774,2025,4.611420924462,2025,2017,8,True,15.6225057019913,16214.91111821081,70.58823529411765,57.35294117647059,7.352941176470589,16.17647058823529,46.24999999999999,Medium,Low,44.9264705882353,95.0,96.0,-1.0,Mixed barriers — investigate,95
KGZ,Kyrgyz Republic,92.0286026,2024,2024,107.49229509732,2025,7343064.0,2025,3080.96893823359,2025,65.2536462738943,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,85.29411764705883,74.50980392156863,45.06127450980392,Medium,High,45.06127450980393,96.0,95.0,1.0,Rural / access investigation,96
GRL,Greenland,69.4824617821988,2017,2022,118.637256652974,2025,56831.0,2023,58498.9707973609,2025,11.4259891344848,2025,2017,8,True,10.517538217801205,5977.222144558602,64.70588235294117,55.392156862745104,15.686274509803921,11.274509803921575,43.872549019607845,Medium,Low,42.94117647058824,97.0,97.0,0.0,Usage / adoption investigation,97
VNM,Viet Nam,84.15,2024,2024,127.606471743496,2025,101598527.0,2025,5065.99091899299,2025,61.1700839648706,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,81.37254901960785,63.23529411764706,42.21813725490196,Medium,High,42.21813725490196,98.0,98.0,0.0,Rural / access investigation,98
BTN,Bhutan,91.27739716,2024,2024,99.7576826476519,2025,796682.0,2025,4492.78400306618,2025,56.5698167526247,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,76.47058823529412,66.17647058823529,42.07107843137255,Medium,High,42.07107843137255,99.0,99.0,0.0,Rural / access investigation,99
UZB,Uzbekistan,89.50550079,2024,2024,110.492018573638,2025,37053428.0,2025,3968.2720079072,2025,48.9826504915701,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,69.6078431372549,69.6078431372549,41.72794117647059,Medium,High,41.727941176470594,100.0,100.0,0.0,Rural / access investigation,100
KIR,Kiribati,89.44029999,2024,2024,53.5244353915461,2025,136488.0,2025,2558.66636011102,2025,36.6149142217129,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,51.9607843137255,78.43137254901961,40.845588235294116,Medium,High,40.84558823529412,101.0,101.0,0.0,Rural / access investigation,101
BLZ,Belize,80.00582262,2024,2022,67.1750266305468,2025,422924.0,2025,7865.47937690933,2025,58.4378564571728,2025,2022,3,True,0.0,0.0,26.715686274509803,26.715686274509803,77.94117647058823,52.450980392156865,39.54656862745098,Medium,Medium,39.54656862745098,102.0,102.0,0.0,Rural / access investigation,102
XKX,Kosovo,89.4430319734879,2018,2022,34.5402009143477,2025,1576876.0,2025,7899.41841135202,2025,49.0739028349602,2025,2018,7,True,0.0,0.0,26.715686274509803,26.715686274509803,70.09803921568627,51.96078431372549,38.272058823529406,Medium,Low,38.27205882352941,103.0,103.0,0.0,Rural / access investigation,103
MAR,Morocco,91.2,2024,2024,153.057260079672,2025,38430770.0,2025,4672.46826171875,2025,36.8721387739731,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,52.450980392156865,65.19607843137254,38.272058823529406,Medium,High,38.27205882352941,103.0,103.0,0.0,Rural / access investigation,104
AZE,Azerbaijan,90.80000181,2025,2024,109.543149535867,2025,10246996.0,2025,7410.72281660142,2025,41.3628975718825,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,61.76470588235294,53.431372549019606,37.31617647058823,Medium,High,37.31617647058824,105.0,105.0,0.0,Rural / access investigation,105
MDV,Maldives,85.23999786,2024,2024,148.137074909198,2025,529676.0,2025,14614.7208116541,2025,57.4938432004533,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,77.45098039215686,40.19607843137255,37.022058823529406,Medium,High,37.02205882352941,106.0,106.0,0.0,Rural / access investigation,106
BIH,Bosnia and Herzegovina,86.10091103,2024,2024,121.232373011893,2025,3140095.0,2025,10381.8460703874,2025,47.3084559220439,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,68.62745098039215,46.07843137254902,36.875,Medium,High,36.875,107.0,107.0,0.0,Rural / access investigation,107
JAM,Jamaica,90.10870361,2024,2024,117.693907561175,2025,2837077.0,2025,8002.92104076242,2025,40.5745948248372,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,59.31372549019608,51.470588235294116,36.556372549019606,Medium,High,36.55637254901961,108.0,108.0,0.0,Rural / access investigation,108
GUY,Guyana,83.00080109,2024,2022,112.56503784518,2025,835986.0,2025,32413.7930757518,2025,73.5086123451019,2025,2022,3,True,0.0,0.0,26.715686274509803,26.715686274509803,93.13725490196079,23.039215686274503,35.943627450980394,Medium,Medium,35.943627450980394,109.0,109.0,0.0,Rural / access investigation,109
IRN,"Iran, Islamic Rep.",85.3404007,2024,2024,174.066388972063,2025,92417681.0,2025,3924.38017821898,2025,22.6238469058249,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,30.392156862745097,70.09803921568627,35.94362745098039,Medium,High,35.943627450980394,110.0,109.0,1.0,Affordability / economic investigation,110
IRQ,Iraq,81.47450256,2024,2024,100.080276677726,2025,47020774.0,2025,5409.67899716967,2025,30.0603260531895,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,40.68627450980392,61.76470588235294,35.82107843137255,Medium,High,35.82107843137255,111.0,111.0,0.0,Affordability / economic investigation,111
UKR,Ukraine,82.47489929,2024,2023,133.38012811971,2025,38980376.0,2025,5865.884765625,2025,30.4045075354236,2025,2023,2,True,0.0,0.0,26.715686274509803,26.715686274509803,42.15686274509804,60.294117647058826,35.747549019607845,Medium,Medium,35.747549019607845,112.0,112.0,0.0,Affordability / economic investigation,112
THA,Thailand,90.86718789,2024,2024,160.639312286761,2025,71619863.0,2025,8056.56359761558,2025,37.2006622863704,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,53.431372549019606,50.98039215686275,35.57598039215686,Medium,High,35.575980392156865,113.0,113.0,0.0,Rural / access investigation,113
SUR,Suriname,87.4,2023,2024,142.122626416427,2025,639850.0,2025,7069.87230892274,2025,34.2113163593294,2025,2023,2,True,0.0,0.0,26.715686274509803,26.715686274509803,47.549019607843135,54.90196078431372,35.47794117647059,Medium,Medium,35.477941176470594,114.0,114.0,0.0,Affordability / economic investigation,114
SYC,Seychelles,87.81800079,2024,2024,125.616862703001,2025,122730.0,2025,19449.3836346926,2025,54.5171609295391,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,73.52941176470588,34.803921568627445,35.35539215686274,Medium,High,35.35539215686275,115.0,115.0,0.0,Rural / access investigation,115
GEO,Georgia,83.79855689,2024,2024,161.201784818537,2025,3935766.0,2025,9691.53472415196,2025,38.8218635909594,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,56.86274509803921,47.05882352941176,35.306372549019606,Medium,High,35.30637254901961,116.0,116.0,0.0,Rural / access investigation,116
ALB,Albania,85.86389923,2024,2024,89.1328603947682,2025,2349580.0,2025,12998.147869552,2025,41.128525668933,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,61.274509803921575,42.15686274509803,34.98774509803921,Medium,High,34.98774509803921,117.0,117.0,0.0,Rural / access investigation,117
PSE,West Bank and Gaza,86.63765334,2023,2023,76.6918854204372,2025,5413596.0,2025,3171.10844621579,2025,12.6181037036607,2025,2023,2,True,0.0,0.0,26.715686274509803,26.715686274509803,18.137254901960784,73.0392156862745,34.69362745098039,Medium,Medium,34.693627450980394,118.0,118.0,0.0,Affordability / economic investigation,118
TTO,Trinidad and Tobago,82.15989685,2024,2024,118.786668099235,2025,1367764.0,2025,18967.2704636681,2025,46.0303912582894,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,67.15686274509804,35.294117647058826,34.497549019607845,Medium,High,34.497549019607845,119.0,119.0,0.0,Rural / access investigation,119
PRY,Paraguay,81.57806793,2024,2023,126.605481531224,2025,7013078.0,2025,7026.61906146401,2025,29.6102360144136,2025,2023,2,True,0.0,0.0,26.715686274509803,26.715686274509803,40.19607843137255,55.3921568627451,34.47303921568627,Medium,Medium,34.47303921568628,120.0,120.0,0.0,Affordability / economic investigation,120
MKD,North Macedonia,93.1,2025,2024,108.38712260883,2025,1820909.0,2025,10489.9255355525,2025,37.1090142173964,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,52.94117647058824,45.58823529411765,34.424019607843135,Medium,High,34.42401960784314,121.0,121.0,0.0,Rural / access investigation,121
ARM,Armenia,81.33930206,2024,2024,134.88694751567,2025,3086700.0,2025,9474.01849300368,2025,34.0712984410128,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,47.05882352941176,48.529411764705884,34.12990196078431,Medium,High,34.129901960784316,122.0,122.0,0.0,Usage / adoption investigation,122
ROU,Romania,91.29048551,2024,2024,119.804862328273,2025,19020271.0,2025,22537.9532108047,2025,47.8271114958302,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,69.11764705882352,31.372549019607845,34.007352941176464,Medium,High,34.00735294117647,123.0,123.0,0.0,Rural / access investigation,123
MNG,Mongolia,85.12349701,2024,2024,140.670025377351,2025,3568978.0,2025,7108.22743246244,2025,28.8549280873877,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,38.23529411764706,54.411764705882355,33.9828431372549,Medium,High,33.9828431372549,124.0,124.0,0.0,Affordability / economic investigation,124
KAZ,Kazakhstan,93.39167254,2024,2024,127.085151242164,2025,20843754.0,2025,14692.1331757237,2025,37.6144430492013,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,54.41176470588235,39.21568627450981,33.370098039215684,Medium,High,33.37009803921569,125.0,125.0,0.0,Rural / access investigation,125
SRB,Serbia,87.69071294,2024,2024,123.822194984291,2025,6549143.0,2025,15262.0464193413,2025,37.3620127200667,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,53.92156862745098,37.254901960784316,32.904411764705884,Lower,High,32.904411764705884,126.0,126.0,0.0,Rural / access investigation,126
SVK,Slovak Republic,89.82507032,2024,2024,139.967676092657,2025,5413813.0,2025,28543.6653439813,2025,46.8059658028831,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,68.13725490196079,25.980392156862735,32.78186274509804,Lower,High,32.78186274509804,127.0,127.0,0.0,Rural / access investigation,127
LBN,Lebanon,80.63400269,2024,2022,74.0148340435503,2025,5849421.0,2024,4473.27134441128,2025,9.0397685736956,2025,2022,3,True,0.0,0.0,26.715686274509803,26.715686274509803,12.254901960784313,66.66666666666667,32.536764705882355,Lower,Medium,32.536764705882355,128.0,128.0,0.0,Affordability / economic investigation,128
CHN,China,91.6,2025,2024,131.753932036803,2025,1406585000.0,2025,13861.970224368,2025,33.6570089651728,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,46.07843137254902,41.17647058823529,32.51225490196078,Lower,High,32.51225490196079,129.0,129.0,0.0,Usage / adoption investigation,129
LIE,Liechtenstein,98.2641983,2024,2024,128.901429646351,2025,41024.0,2024,220167.225473557,2025,85.3701001006707,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,100.0,0.49019607843136725,32.46323529411764,Lower,High,32.463235294117645,130.0,130.0,0.0,Rural / access investigation,130
MNE,Montenegro,88.88258428,2024,2024,221.687322527444,2025,623129.0,2025,14816.8380299947,2025,34.3914916478964,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,48.03921568627451,38.23529411764706,32.21813725490196,Lower,High,32.21813725490196,131.0,131.0,0.0,Usage / adoption investigation,131
HRV,Croatia,83.63240029,2024,2024,121.732525659138,2025,3876200.0,2025,27103.9116109268,2025,42.1855456395857,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,62.254901960784316,27.450980392156865,32.193627450980394,Lower,High,32.193627450980394,132.0,132.0,0.0,Rural / access investigation,132
LBY,Libya,81.95449829,2024,2022,192.97309381967,2025,7458555.0,2025,6448.82415074121,2025,12.0887586984779,2025,2022,3,True,0.0,0.0,26.715686274509803,26.715686274509803,16.666666666666664,58.82352941176471,31.629901960784313,Lower,Medium,31.629901960784316,133.0,133.0,0.0,Affordability / economic investigation,133
DOM,Dominican Republic,91.0022446,2024,2024,93.7095828968519,2025,11520487.0,2025,11059.2081531834,2025,27.482305937409,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,35.78431372549019,44.11764705882353,31.556372549019606,Lower,High,31.55637254901961,134.0,134.0,0.0,Mixed barriers — investigate,134
DMA,Dominica,82.04689789,2024,2022,85.1898961482058,2025,65871.0,2025,10989.0431185083,2025,26.0138383321058,2025,2022,3,True,0.0,0.0,26.715686274509803,26.715686274509803,34.31372549019608,44.607843137254896,31.43382352941176,Lower,Medium,31.433823529411768,135.0,135.0,0.0,Mixed barriers — investigate,135
POL,Poland,88.58496367,2024,2024,138.016156588197,2025,36435861.0,2025,28419.5777395638,2025,39.9146669690629,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,57.35294117647059,26.470588235294116,31.26225490196078,Lower,High,31.262254901960784,136.0,136.0,0.0,Rural / access investigation,136
JOR,Jordan,95.62244985,2024,2024,69.6426153972396,2025,11520684.0,2025,5347.77731384797,2025,6.7914849880449,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,9.313725490196079,62.254901960784316,31.21323529411765,Lower,High,31.213235294117652,137.0,137.0,0.0,Affordability / economic investigation,137
SVN,Slovenia,90.76355487,2024,2024,130.86090177123,2025,2130986.0,2025,37376.2216079138,2025,44.0093002154178,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,63.725490196078425,19.607843137254903,30.845588235294116,Lower,High,30.845588235294116,138.0,138.0,0.0,Rural / access investigation,138
PRT,Portugal,88.48704454,2024,2024,124.129981203404,2025,10804871.0,2025,32081.8106150292,2025,38.5046800681015,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,55.88235294117647,24.509803921568633,30.649509803921568,Lower,High,30.64950980392157,139.0,139.0,0.0,Rural / access investigation,139
FRO,Faroe Islands,97.5819589384468,2017,2022,105.80437318324,2025,54900.0,2024,74175.2776311377,2025,60.356678214554,2025,2017,8,True,0.0,0.0,26.715686274509803,26.715686274509803,79.90196078431373,6.372549019607845,30.625,Lower,Low,30.625,140.0,140.0,0.0,Rural / access investigation,140
BLR,Belarus,94.26182128,2024,2024,131.123016605614,2025,9085991.0,2025,10279.2547190723,2025,20.5054179619873,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,25.98039215686275,46.568627450980394,30.575980392156865,Lower,High,30.575980392156865,141.0,141.0,0.0,Usage / adoption investigation,141
MYS,Malaysia,98.0206059,2024,2024,139.664651283564,2025,35977838.0,2025,13124.5554178269,2025,22.6051187703771,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,29.901960784313726,41.666666666666664,30.18382352941176,Lower,High,30.183823529411768,142.0,142.0,0.0,Usage / adoption investigation,142
PER,Peru,81.95705992,2024,2024,124.623544414599,2025,34576665.0,2025,9684.41170314988,2025,14.4036515154537,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,19.607843137254903,47.549019607843135,29.816176470588232,Lower,High,29.81617647058824,143.0,143.0,0.0,Usage / adoption investigation,143
LVA,Latvia,92.70757011,2024,2024,121.262202363304,2025,1847785.0,2025,26311.9730706362,2025,31.3674280246483,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,43.627450980392155,28.431372549019613,29.595588235294116,Lower,High,29.59558823529412,144.0,144.0,0.0,Usage / adoption investigation,144
RUS,Russian Federation,94.36495368,2024,2024,186.103787309059,2025,143513328.0,2025,17546.609375,2025,24.7493363391785,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,32.35294117647059,36.76470588235294,29.57107843137255,Lower,High,29.57107843137255,145.0,145.0,0.0,Usage / adoption investigation,145
ABW,Aruba,97.17,2017,2022,130.647974615427,2025,108785.0,2024,38590.5650288641,2025,38.2514750770412,2025,2017,8,True,0.0,0.0,26.715686274509803,26.715686274509803,55.392156862745104,19.117647058823522,29.49754901960784,Lower,Low,29.497549019607845,146.0,146.0,0.0,Rural / access investigation,146
MEX,Mexico,83.12233799,2024,2024,116.486713265167,2025,131946900.0,2025,13889.2339628708,2025,19.9591069370277,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,25.0,40.68627450980392,29.252450980392155,Lower,High,29.25245098039216,147.0,147.0,0.0,Usage / adoption investigation,147
HUN,Hungary,93.77898628,2024,2024,104.58063059269,2025,9514251.0,2025,25907.4743259406,2025,29.3063168213722,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,39.705882352941174,28.92156862745098,29.105392156862745,Lower,High,29.105392156862745,148.0,148.0,0.0,Mixed barriers — investigate,148
NCL,New Caledonia,82.0058408035186,2017,2022,91.6763895612682,2025,295333.0,2024,29213.1923192946,2025,31.8282111664423,2025,2017,8,True,0.0,0.0,26.715686274509803,26.715686274509803,44.11764705882353,25.490196078431367,29.080882352941174,Lower,Low,29.080882352941178,149.0,149.0,0.0,Mixed barriers — investigate,149
BGR,Bulgaria,82.438955,2024,2024,118.067152838789,2025,6433302.0,2025,20328.1667065538,2025,25.8272498151525,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,33.82352941176471,32.35294117647058,28.909313725490193,Lower,High,28.909313725490197,150.0,150.0,0.0,Usage / adoption investigation,150
BRA,Brazil,84.46347227,2024,2024,101.926846460424,2025,212812405.0,2025,10713.2856869511,2025,11.8227003512102,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,16.176470588235293,45.09803921568627,28.81127450980392,Lower,High,28.811274509803923,151.0,151.0,0.0,Mixed barriers — investigate,151
LTU,Lithuania,89.16116293,2024,2024,138.728835196967,2025,2888774.0,2025,32958.6706396386,2025,30.9183618647236,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,43.13725490196079,22.549019607843135,28.345588235294116,Lower,High,28.345588235294116,152.0,152.0,0.0,Usage / adoption investigation,152
PLW,Palau,83.92549896,2024,2023,135.386698256896,2025,17663.0,2025,19532.3557719527,2025,20.7164065753444,2025,2023,2,True,0.0,0.0,26.715686274509803,26.715686274509803,26.96078431372549,34.31372549019608,28.27205882352941,Lower,Medium,28.272058823529413,153.0,153.0,0.0,Usage / adoption investigation,153
OMN,Oman,95.25174678,2024,2024,120.61105087402,2025,5494691.0,2025,19947.3966227092,2025,20.5218616692311,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,26.47058823529412,33.33333333333334,28.002450980392158,Lower,High,28.002450980392158,154.0,154.0,0.0,Usage / adoption investigation,154
CRI,Costa Rica,87.17019653,2024,2024,136.024511151268,2025,5152950.0,2025,19970.0989059622,2025,20.2731862006996,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,25.49019607843137,32.84313725490196,27.75735294117647,Lower,High,27.757352941176475,155.0,155.0,0.0,Usage / adoption investigation,155
CYP,Cyprus,89.60099246,2024,2024,156.218025662252,2025,1370754.0,2025,41783.08984375,2025,33.3049729296225,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,45.588235294117645,17.15686274509804,27.634803921568626,Lower,High,27.634803921568626,156.0,156.0,0.0,Usage / adoption investigation,156
EST,Estonia,92.23796204,2024,2024,151.131825017309,2025,1366475.0,2025,34417.6320815138,2025,29.2791473401871,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,38.72549019607843,22.058823529411768,27.58578431372549,Lower,High,27.585784313725494,157.0,157.0,0.0,Usage / adoption investigation,157
BRN,Brunei Darussalam,96.29828801,2024,2024,118.130579766209,2025,466330.0,2025,32234.6428368582,2025,24.9890113413181,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,32.84313725490196,24.019607843137265,27.095588235294116,Lower,High,27.095588235294123,158.0,158.0,0.0,Usage / adoption investigation,158
GRC,Greece,86.26968886,2024,2024,113.597610306796,2025,10413962.0,2025,26948.0070432791,2025,20.7753917151463,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,27.450980392156865,27.941176470588232,27.07107843137255,Lower,High,27.07107843137255,159.0,159.0,0.0,Mixed barriers — investigate,159
ITA,Italy,89.2207202,2024,2024,132.575141676252,2025,58915656.0,2025,43308.6403060733,2025,30.319138198322,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,41.66666666666667,16.666666666666657,26.948529411764703,Lower,High,26.948529411764707,160.0,160.0,0.0,Usage / adoption investigation,160
CZE,Czechia,87.68776014,2024,2024,126.600163061009,2025,10886878.0,2025,35917.2724081665,2025,27.1245632883888,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,35.294117647058826,21.07843137254902,26.874999999999996,Lower,High,26.875,161.0,161.0,0.0,Usage / adoption investigation,161
CHL,Chile,95.590243,2024,2024,132.660408764665,2025,19859921.0,2025,17994.5911957485,2025,10.8227169980777,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,13.725490196078432,36.274509803921575,26.67892156862745,Lower,High,26.678921568627455,162.0,162.0,0.0,Usage / adoption investigation,162
TUR,Turkiye,89.77024003,2025,2024,107.826875714392,2025,85878556.0,2025,18599.4420922378,2025,10.505939997814,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,12.745098039215685,35.78431372549019,26.43382352941176,Lower,High,26.433823529411764,163.0,163.0,0.0,Mixed barriers — investigate,163
